Symbol	chr	start	end	strand	Unique08	Unique01
chr6+	chr6	35448140	35448165	+	1.0	0.0
chr6+	chr6	35573250	35573275	+	2.0	0.0
chr6+	chr6	35984210	35984235	+	0.0	8.0
chr6+	chr6	36147950	36147975	+	6.0	0.0
chr6+	chr6	36230860	36230885	+	3.0	0.0
chr6+	chr6	36619570	36619595	+	3.0	0.0
chr6+	chr6	37000920	37000945	+	0.0	1.0
chr6+	chr6	37081820	37081845	+	11.0	0.0
chr6+	chr6	37163330	37163355	+	2.0	0.0
chr6+	chr6	37222480	37222505	+	0.0	1.0
chr6+	chr6	37319830	37319855	+	0.0	1.0
chr6+	chr6	37411690	37411715	+	1.0	0.0
chr6+	chr6	37505300	37505325	+	0.0	1.0
chr6+	chr6	37536000	37536025	+	1.0	0.0
chr6+	chr6	37555240	37555265	+	1.0	0.0
chr6+	chr6	37638260	37638285	+	2.0	0.0
chr6+	chr6	37691970	37691995	+	1.0	0.0
chr6+	chr6	37694040	37694065	+	5.0	0.0
chr6+	chr6	37722650	37722675	+	1.0	0.0
chr6+	chr6	37805670	37805695	+	2.0	0.0
chr6+	chr6	38055440	38055465	+	0.0	6.0
chr6+	chr6	38652980	38653005	+	5.0	0.0
chr6+	chr6	38915720	38915745	+	5.0	0.0
chr6+	chr6	39380630	39380655	+	3.0	0.0
chr6+	chr6	39396420	39396445	+	0.0	2.0
chr6+	chr6	39895860	39895885	+	1.0	0.0
chr6+	chr6	40160230	40160255	+	0.0	1.0
chr6+	chr6	40438950	40438975	+	1.0	0.0
chr6+	chr6	40701590	40701615	+	0.0	3.0
chr6+	chr6	40909150	40909175	+	0.0	1.0
chr6+	chr6	41106790	41106815	+	0.0	1.0
chr6+	chr6	41215390	41215415	+	4.0	0.0
chr6+	chr6	41354500	41354525	+	0.0	11.0
chr6+	chr6	41664180	41664205	+	2.0	0.0
chr6+	chr6	41818170	41818195	+	1.0	0.0
chr6+	chr6	41869030	41869055	+	0.0	2.0
chr6+	chr6	41925960	41925985	+	3.0	0.0
chr6+	chr6	42012390	42012415	+	2.0	0.0
chr6+	chr6	42148220	42148245	+	0.0	1.0
chr6+	chr6	42168970	42168995	+	3.0	0.0
chr6+	chr6	42336400	42336425	+	0.0	1.0
chr6+	chr6	42626010	42626035	+	1.0	0.0
chr6+	chr6	42741360	42741385	+	0.0	1.0
chr6+	chr6	42763090	42763115	+	0.0	1.0
chr6+	chr6	42782530	42782555	+	5.0	0.0
chr6+	chr6	42794050	42794075	+	0.0	1.0
chr6+	chr6	43138890	43138915	+	1.0	0.0
chr6+	chr6	43222100	43222125	+	0.0	3.0
chr6+	chr6	43276310	43276335	+	3.0	0.0
chr6+	chr6	43503660	43503685	+	1.0	0.0
chr6+	chr6	43652240	43652265	+	0.0	1.0
chr6+	chr6	43806310	43806335	+	0.0	3.0
chr6+	chr6	43955490	43955515	+	0.0	5.0
chr6+	chr6	44008370	44008395	+	0.0	3.0
chr6+	chr6	44555550	44555575	+	0.0	1.0
chr6+	chr6	44662210	44662235	+	0.0	8.0
chr6+	chr6	44820150	44820175	+	1.0	0.0
chr6+	chr6	45002260	45002285	+	4.0	0.0
chr6+	chr6	45288670	45288695	+	6.0	0.0
chr6+	chr6	45293320	45293345	+	0.0	2.0
chr6+	chr6	45437980	45438005	+	1.0	0.0
chr6+	chr6	45749600	45749625	+	1.0	0.0
chr6+	chr6	45773210	45773235	+	0.0	1.0
chr6+	chr6	46087120	46087145	+	1.0	0.0
chr6+	chr6	46138750	46138775	+	1.0	0.0
chr6+	chr6	46253600	46253625	+	4.0	0.0
chr6+	chr6	46300780	46300805	+	1.0	0.0
chr6+	chr6	46511890	46511915	+	1.0	0.0
chr6+	chr6	46815750	46815775	+	4.0	0.0
chr6+	chr6	46891080	46891105	+	8.0	0.0
chr6+	chr6	46941660	46941685	+	3.0	0.0
chr6+	chr6	46970080	46970105	+	4.0	0.0
chr6+	chr6	47299070	47299095	+	1.0	0.0
chr6+	chr6	47634920	47634945	+	1.0	0.0
chr6+	chr6	48318810	48318835	+	0.0	3.0
chr6+	chr6	48473470	48473495	+	1.0	0.0
chr6+	chr6	48541070	48541095	+	1.0	0.0
chr6+	chr6	48572890	48572915	+	1.0	0.0
chr6+	chr6	48868440	48868465	+	1.0	0.0
chr6+	chr6	49211170	49211195	+	1.0	0.0
chr6+	chr6	49725530	49725555	+	1.0	0.0
chr6+	chr6	49937980	49938005	+	0.0	1.0
chr6+	chr6	50556360	50556385	+	8.0	1.0
chr6+	chr6	50900980	50901005	+	0.0	1.0
chr6+	chr6	51109760	51109785	+	0.0	3.0
chr6+	chr6	51667090	51667115	+	0.0	1.0
chr6+	chr6	51703440	51703465	+	1.0	1.0
chr6+	chr6	51775160	51775185	+	0.0	2.0
chr6+	chr6	52048630	52048655	+	1.0	0.0
chr6+	chr6	52168940	52168965	+	0.0	1.0
chr6+	chr6	52258870	52258895	+	3.0	0.0
chr6+	chr6	52277820	52277845	+	8.0	0.0
chr6+	chr6	52288390	52288415	+	0.0	5.0
chr6+	chr6	52381610	52381635	+	0.0	3.0
chr6+	chr6	52617730	52617755	+	0.0	2.0
chr6+	chr6	52834190	52834215	+	1.0	0.0
chr6+	chr6	52952430	52952455	+	0.0	5.0
chr6+	chr6	53178340	53178365	+	4.0	0.0
chr6+	chr6	53310950	53310975	+	0.0	3.0
chr6+	chr6	53568620	53568645	+	0.0	6.0
chr6+	chr6	53589510	53589535	+	0.0	1.0
chr6+	chr6	53649910	53649935	+	4.0	1.0
chr6+	chr6	53778430	53778455	+	0.0	1.0
chr6+	chr6	53982500	53982525	+	1.0	0.0
chr6+	chr6	54091050	54091075	+	0.0	1.0
chr6+	chr6	54469090	54469115	+	0.0	4.0
chr6+	chr6	54619950	54619975	+	1.0	0.0
chr6+	chr6	54743470	54743495	+	7.0	1.0
chr6+	chr6	54895380	54895405	+	0.0	8.0
chr6+	chr6	54897230	54897255	+	0.0	3.0
chr6+	chr6	55552990	55553015	+	1.0	0.0
chr6+	chr6	55718240	55718265	+	0.0	1.0
chr6+	chr6	56259810	56259835	+	0.0	2.0
chr6+	chr6	56701860	56701885	+	0.0	1.0
chr6+	chr6	57328060	57328085	+	0.0	1.0
chr6+	chr6	57440930	57440955	+	2.0	0.0
chr6+	chr6	57491280	57491305	+	1.0	0.0
chr6+	chr6	57812510	57812535	+	0.0	1.0
chr6+	chr6	58064000	58064025	+	0.0	1.0
chr6+	chr6	58163340	58163365	+	0.0	3.0
chr6+	chr6	58225050	58225075	+	0.0	1.0
chr6+	chr6	58402430	58402455	+	2.0	0.0
chr6+	chr6	58456090	58456115	+	0.0	1.0
chr6+	chr6	58776360	58776385	+	0.0	1.0
chr6+	chr6	58776600	58776625	+	2.0	0.0
chr6+	chr6	58776700	58776725	+	0.0	1.0
chr6+	chr6	58776860	58776885	+	1.0	0.0
chr6+	chr6	58777204	58777229	+	6.0	0.0
chr6+	chr6	58777600	58777625	+	1.0	0.0
chr6+	chr6	58778530	58778555	+	3.0	0.0
chr6+	chr6	58779230	58779255	+	3.0	0.0
chr6+	chr6	58779650	58779675	+	2.0	0.0
chr6+	chr6	61912880	61912905	+	2.0	0.0
chr6+	chr6	61940520	61940545	+	1.0	0.0
chr6+	chr6	61965930	61965955	+	0.0	6.0
chr6+	chr6	62319520	62319545	+	8.0	0.0
chr6+	chr6	62734820	62734845	+	6.0	0.0
chr6+	chr6	62843220	62843245	+	0.0	2.0
chr6+	chr6	63628330	63628355	+	0.0	5.0
chr6+	chr6	63694750	63694775	+	2.0	0.0
chr6+	chr6	63873420	63873445	+	0.0	1.0
chr6+	chr6	64227810	64227835	+	0.0	1.0
chr6+	chr6	64265600	64265625	+	1.0	0.0
chr6+	chr6	64684070	64684095	+	0.0	3.0
chr6+	chr6	64690140	64690165	+	0.0	1.0
chr6+	chr6	64882950	64882975	+	0.0	1.0
chr6+	chr6	65243450	65243475	+	1.0	0.0
chr6+	chr6	65378710	65378735	+	5.0	0.0
chr6+	chr6	65525690	65525715	+	0.0	6.0
chr6+	chr6	65708490	65708515	+	0.0	1.0
chr6+	chr6	65890170	65890195	+	1.0	0.0
chr6+	chr6	65950450	65950475	+	1.0	0.0
chr6+	chr6	66124060	66124085	+	0.0	1.0
chr6+	chr6	66278280	66278305	+	7.0	0.0
chr6+	chr6	66589200	66589225	+	6.0	0.0
chr6+	chr6	66733620	66733645	+	1.0	0.0
chr6+	chr6	67018200	67018225	+	0.0	5.0
chr6+	chr6	67028530	67028555	+	0.0	1.0
chr6+	chr6	67052880	67052905	+	1.0	0.0
chr6+	chr6	67960910	67960935	+	0.0	1.0
chr6+	chr6	68080810	68080835	+	0.0	7.0
chr6+	chr6	68843430	68843455	+	1.0	0.0
chr6+	chr6	68940840	68940865	+	0.0	2.0
chr6+	chr6	69242690	69242715	+	0.0	2.0
chr6+	chr6	69858220	69858245	+	5.0	0.0
chr6+	chr6	70018780	70018805	+	0.0	1.0
chr6+	chr6	70424930	70424955	+	0.0	1.0
chr6+	chr6	70557860	70557885	+	0.0	1.0
chr6+	chr6	70777380	70777405	+	1.0	0.0
chr6+	chr6	70837390	70837415	+	2.0	0.0
chr6+	chr6	70865640	70865665	+	2.0	0.0
chr6+	chr6	71346610	71346635	+	0.0	1.0
chr6+	chr6	71511860	71511885	+	0.0	1.0
chr6+	chr6	71615440	71615465	+	2.0	0.0
chr6+	chr6	71851890	71851915	+	0.0	3.0
chr6+	chr6	71854710	71854735	+	0.0	1.0
chr6+	chr6	72030910	72030935	+	6.0	0.0
chr6+	chr6	72754590	72754615	+	2.0	0.0
chr6+	chr6	72830550	72830575	+	0.0	1.0
chr6+	chr6	72898100	72898125	+	0.0	1.0
chr6+	chr6	73127810	73127835	+	0.0	1.0
chr6+	chr6	73155410	73155435	+	1.0	0.0
chr6+	chr6	73339320	73339345	+	1.0	0.0
chr6+	chr6	73449870	73449895	+	0.0	2.0
chr6+	chr6	73519890	73519915	+	0.0	5.0
chr6+	chr6	73546490	73546515	+	7.0	1.0
chr6+	chr6	73602730	73602755	+	0.0	4.0
chr6+	chr6	74018350	74018375	+	1.0	0.0
chr6+	chr6	74119680	74119705	+	0.0	1.0
chr6+	chr6	74192550	74192575	+	0.0	1.0
chr6+	chr6	74359960	74359985	+	1.0	0.0
chr6+	chr6	74361470	74361495	+	1.0	0.0
chr6+	chr6	74389860	74389885	+	1.0	0.0
chr6+	chr6	74577260	74577285	+	1.0	0.0
chr6+	chr6	74624770	74624795	+	1.0	0.0
chr6+	chr6	75223030	75223055	+	1.0	0.0
chr6+	chr6	75316310	75316335	+	0.0	2.0
chr6+	chr6	75363470	75363495	+	0.0	4.0
chr6+	chr6	75690770	75690795	+	4.0	0.0
chr6+	chr6	75850310	75850335	+	0.0	1.0
chr6+	chr6	76064770	76064795	+	1.0	0.0
chr6+	chr6	76487060	76487085	+	8.0	1.0
chr6+	chr6	76637900	76637925	+	0.0	1.0
chr6+	chr6	76787920	76787945	+	3.0	0.0
chr6+	chr6	77008040	77008065	+	1.0	0.0
chr6+	chr6	77216720	77216745	+	6.0	1.0
chr6+	chr6	77282000	77282025	+	4.0	0.0
chr6+	chr6	77576660	77576685	+	1.0	0.0
chr6+	chr6	78059850	78059875	+	2.0	0.0
chr6+	chr6	78597110	78597135	+	2.0	0.0
chr6+	chr6	78732780	78732805	+	0.0	1.0
chr6+	chr6	79138310	79138335	+	6.0	0.0
chr6+	chr6	79362140	79362165	+	1.0	0.0
chr6+	chr6	79391390	79391415	+	1.0	0.0
chr6+	chr6	79501120	79501145	+	1.0	0.0
chr6+	chr6	79833390	79833415	+	2.0	0.0
chr6+	chr6	79969390	79969415	+	2.0	0.0
chr6+	chr6	80078710	80078735	+	5.0	0.0
chr6+	chr6	80127840	80127865	+	0.0	3.0
chr6+	chr6	80414750	80414775	+	0.0	4.0
chr6+	chr6	80813360	80813385	+	8.0	0.0
chr6+	chr6	81560620	81560645	+	0.0	1.0
chr6+	chr6	82105370	82105395	+	0.0	1.0
chr6+	chr6	82157330	82157355	+	4.0	0.0
chr6+	chr6	82448780	82448805	+	1.0	0.0
chr6+	chr6	82512400	82512425	+	0.0	1.0
chr6+	chr6	82526380	82526405	+	4.0	0.0
chr6+	chr6	83111130	83111155	+	0.0	1.0
chr6+	chr6	83222300	83222325	+	0.0	1.0
chr6+	chr6	83295870	83295895	+	0.0	1.0
chr6+	chr6	83864680	83864705	+	0.0	2.0
chr6+	chr6	84010020	84010045	+	1.0	0.0
chr6+	chr6	84932180	84932205	+	0.0	1.0
chr6+	chr6	85103110	85103135	+	0.0	1.0
chr6+	chr6	85214670	85214695	+	1.0	0.0
chr6+	chr6	85424820	85424845	+	1.0	0.0
chr6+	chr6	85548320	85548345	+	0.0	1.0
chr6+	chr6	85583240	85583265	+	2.0	0.0
chr6+	chr6	85957840	85957865	+	6.0	0.0
chr6+	chr6	86087770	86087795	+	0.0	1.0
chr6+	chr6	86148340	86148365	+	1.0	0.0
chr6+	chr6	86624670	86624695	+	0.0	2.0
chr6+	chr6	86709860	86709885	+	0.0	1.0
chr6+	chr6	86743580	86743605	+	0.0	1.0
chr6+	chr6	86817630	86817655	+	3.0	0.0
chr6+	chr6	86869800	86869825	+	3.0	0.0
chr6+	chr6	87217300	87217325	+	0.0	2.0
chr6+	chr6	87537590	87537615	+	1.0	0.0
chr6+	chr6	87611130	87611155	+	0.0	1.0
chr6+	chr6	88057920	88057945	+	0.0	4.0
chr6+	chr6	88307150	88307175	+	6.0	0.0
chr6+	chr6	88607190	88607215	+	1.0	0.0
chr6+	chr6	88642940	88642965	+	3.0	0.0
chr6+	chr6	88651870	88651895	+	1.0	0.0
chr6+	chr6	88907000	88907025	+	0.0	2.0
chr6+	chr6	88941360	88941385	+	5.0	0.0
chr6+	chr6	89408460	89408485	+	0.0	2.0
chr6+	chr6	89824830	89824855	+	2.0	0.0
chr6+	chr6	89998690	89998715	+	0.0	6.0
chr6+	chr6	90197390	90197415	+	5.0	0.0
chr6+	chr6	90220410	90220435	+	3.0	0.0
chr6+	chr6	90399680	90399705	+	0.0	1.0
chr6+	chr6	90436940	90436965	+	0.0	8.0
chr6+	chr6	91080640	91080665	+	0.0	4.0
chr6+	chr6	91098130	91098155	+	0.0	8.0
chr6+	chr6	91189200	91189225	+	3.0	0.0
chr6+	chr6	91726690	91726715	+	0.0	1.0
chr6+	chr6	91837110	91837135	+	0.0	5.0
chr6+	chr6	92598530	92598555	+	0.0	1.0
chr6+	chr6	92926260	92926285	+	0.0	2.0
chr6+	chr6	92950690	92950715	+	0.0	2.0
chr6+	chr6	93160390	93160415	+	0.0	1.0
chr6+	chr6	93865940	93865965	+	0.0	2.0
chr6+	chr6	94931960	94931985	+	0.0	4.0
chr6+	chr6	95562800	95562825	+	1.0	0.0
chr6+	chr6	97126780	97126805	+	2.0	0.0
chr6+	chr6	97162630	97162655	+	4.0	0.0
chr6+	chr6	98000350	98000375	+	1.0	0.0
chr6+	chr6	98399870	98399895	+	0.0	3.0
chr6+	chr6	98414860	98414885	+	3.0	0.0
chr6+	chr6	99358570	99358595	+	1.0	0.0
chr6+	chr6	99521120	99521145	+	0.0	3.0
chr6+	chr6	99553860	99553885	+	3.0	0.0
chr6+	chr6	99601140	99601165	+	12.0	0.0
chr6+	chr6	100133510	100133535	+	7.0	0.0
chr6+	chr6	100257970	100257995	+	3.0	0.0
chr6+	chr6	100303140	100303165	+	0.0	1.0
chr6+	chr6	100331700	100331725	+	0.0	3.0
chr6+	chr6	100388640	100388665	+	0.0	1.0
chr6+	chr6	100796880	100796905	+	0.0	2.0
chr6+	chr6	100903570	100903595	+	0.0	3.0
chr6+	chr6	100912600	100912625	+	0.0	2.0
chr6+	chr6	101130370	101130395	+	0.0	2.0
chr6+	chr6	101482840	101482865	+	1.0	0.0
chr6+	chr6	101803030	101803055	+	0.0	1.0
chr6+	chr6	102273580	102273605	+	0.0	1.0
chr6+	chr6	102756230	102756255	+	3.0	0.0
chr6+	chr6	102762320	102762345	+	2.0	0.0
chr6+	chr6	102789770	102789795	+	0.0	2.0
chr6+	chr6	102821170	102821195	+	0.0	5.0
chr6+	chr6	103298130	103298155	+	2.0	0.0
chr6+	chr6	103449330	103449355	+	1.0	0.0
chr6+	chr6	103729130	103729155	+	1.0	0.0
chr6+	chr6	104095240	104095265	+	0.0	1.0
chr6+	chr6	104210630	104210655	+	1.0	0.0
chr6+	chr6	104315600	104315625	+	1.0	0.0
chr6+	chr6	104411480	104411505	+	0.0	1.0
chr6+	chr6	104603220	104603245	+	1.0	0.0
chr6+	chr6	104611270	104611295	+	0.0	3.0
chr6+	chr6	105631040	105631065	+	3.0	0.0
chr6+	chr6	105969460	105969485	+	1.0	0.0
chr6+	chr6	105974950	105974975	+	7.0	0.0
chr6+	chr6	105990470	105990495	+	0.0	1.0
chr6+	chr6	106326210	106326235	+	0.0	1.0
chr6+	chr6	106436880	106436905	+	5.0	0.0
chr6+	chr6	107806710	107806735	+	1.0	0.0
chr6+	chr6	108123870	108123895	+	1.0	0.0
chr6+	chr6	108336310	108336335	+	0.0	1.0
chr6+	chr6	108424600	108424625	+	3.0	0.0
chr6+	chr6	108550220	108550245	+	0.0	1.0
chr6+	chr6	108795170	108795195	+	0.0	1.0
chr6+	chr6	108949650	108949675	+	1.0	0.0
chr6+	chr6	109225530	109225555	+	2.0	0.0
chr6+	chr6	109273320	109273345	+	0.0	3.0
chr6+	chr6	109378170	109378195	+	0.0	3.0
chr6+	chr6	109535320	109535345	+	3.0	0.0
chr6+	chr6	109681000	109681025	+	0.0	5.0
chr6+	chr6	109866990	109867015	+	3.0	0.0
chr6+	chr6	109938950	109938975	+	1.0	0.0
chr6+	chr6	110027350	110027375	+	1.0	0.0
chr6+	chr6	110075060	110075085	+	1.0	0.0
chr6+	chr6	110747170	110747195	+	0.0	3.0
chr6+	chr6	110794450	110794475	+	0.0	1.0
chr6+	chr6	111199770	111199795	+	1.0	0.0
chr6+	chr6	111639790	111639815	+	1.0	0.0
chr6+	chr6	111667960	111667985	+	0.0	1.0
chr6+	chr6	111710430	111710455	+	2.0	0.0
chr6+	chr6	111898830	111898855	+	1.0	0.0
chr6+	chr6	112363920	112363945	+	0.0	3.0
chr6+	chr6	112377420	112377445	+	9.0	1.0
chr6+	chr6	112400960	112400985	+	0.0	1.0
chr6+	chr6	112429670	112429695	+	0.0	1.0
chr6+	chr6	112778820	112778845	+	0.0	4.0
chr6+	chr6	112978140	112978165	+	0.0	1.0
chr6+	chr6	113003490	113003515	+	0.0	2.0
chr6+	chr6	113075290	113075315	+	0.0	7.0
chr6+	chr6	113247270	113247295	+	0.0	3.0
chr6+	chr6	113297490	113297515	+	1.0	0.0
chr6+	chr6	113413230	113413255	+	0.0	1.0
chr6+	chr6	113567830	113567855	+	1.0	0.0
chr6+	chr6	113709660	113709685	+	9.0	0.0
chr6+	chr6	114058330	114058355	+	0.0	11.0
chr6+	chr6	114093730	114093755	+	1.0	0.0
chr6+	chr6	114507960	114507985	+	1.0	0.0
chr6+	chr6	114627260	114627285	+	0.0	1.0
chr6+	chr6	114713760	114713785	+	0.0	1.0
chr6+	chr6	114946100	114946125	+	0.0	2.0
chr6+	chr6	115688320	115688345	+	9.0	0.0
chr6+	chr6	115740800	115740825	+	1.0	0.0
chr6+	chr6	115757380	115757405	+	0.0	1.0
chr6+	chr6	116038900	116038925	+	1.0	0.0
chr6+	chr6	116463550	116463575	+	2.0	0.0
chr6+	chr6	116496190	116496215	+	0.0	2.0
chr6+	chr6	116613000	116613025	+	0.0	3.0
chr6+	chr6	116850190	116850215	+	6.0	0.0
chr6+	chr6	117034450	117034475	+	1.0	0.0
chr6+	chr6	117139440	117139465	+	1.0	0.0
chr6+	chr6	117504660	117504685	+	0.0	1.0
chr6+	chr6	118178540	118178565	+	0.0	2.0
chr6+	chr6	118196410	118196435	+	1.0	0.0
chr6+	chr6	118507970	118507995	+	1.0	0.0
chr6+	chr6	118551710	118551735	+	3.0	0.0
chr6+	chr6	118893070	118893095	+	1.0	0.0
chr6+	chr6	118981170	118981195	+	5.0	0.0
chr6+	chr6	119089200	119089225	+	4.0	0.0
chr6+	chr6	119103450	119103475	+	0.0	1.0
chr6+	chr6	119123000	119123025	+	1.0	0.0
chr6+	chr6	119254180	119254205	+	0.0	1.0
chr6+	chr6	119455770	119455795	+	0.0	1.0
chr6+	chr6	119614960	119614985	+	0.0	2.0
chr6+	chr6	120101120	120101145	+	0.0	1.0
chr6+	chr6	120248160	120248185	+	3.0	0.0
chr6+	chr6	120437760	120437785	+	2.0	0.0
chr6+	chr6	120456470	120456495	+	0.0	10.0
chr6+	chr6	121292290	121292315	+	8.0	0.0
chr6+	chr6	121332970	121332995	+	0.0	1.0
chr6+	chr6	121333270	121333295	+	1.0	0.0
chr6+	chr6	121342240	121342265	+	0.0	1.0
chr6+	chr6	121959030	121959055	+	0.0	1.0
chr6+	chr6	121998850	121998875	+	0.0	2.0
chr6+	chr6	122062800	122062825	+	8.0	0.0
chr6+	chr6	122419390	122419415	+	0.0	3.0
chr6+	chr6	122694730	122694755	+	0.0	1.0
chr6+	chr6	123035870	123035895	+	2.0	0.0
chr6+	chr6	123123750	123123775	+	0.0	3.0
chr6+	chr6	123173590	123173615	+	1.0	0.0
chr6+	chr6	123367870	123367895	+	2.0	0.0
chr6+	chr6	123410440	123410465	+	1.0	0.0
chr6+	chr6	123454250	123454275	+	1.0	0.0
chr6+	chr6	123495030	123495055	+	4.0	0.0
chr6+	chr6	124497360	124497385	+	1.0	0.0
chr6+	chr6	124733250	124733275	+	1.0	0.0
chr6+	chr6	124995130	124995155	+	2.0	0.0
chr6+	chr6	125016520	125016545	+	2.0	0.0
chr6+	chr6	125211350	125211375	+	6.0	0.0
chr6+	chr6	125316020	125316045	+	0.0	1.0
chr6+	chr6	125404860	125404885	+	4.0	0.0
chr6+	chr6	125610830	125610855	+	0.0	1.0
chr6+	chr6	125691670	125691695	+	1.0	0.0
chr6+	chr6	125875120	125875145	+	2.0	0.0
chr6+	chr6	126285650	126285675	+	1.0	0.0
chr6+	chr6	126389240	126389265	+	3.0	0.0
chr6+	chr6	126608730	126608755	+	0.0	3.0
chr6+	chr6	127106150	127106175	+	0.0	1.0
chr6+	chr6	127294200	127294225	+	0.0	1.0
chr6+	chr6	127529880	127529905	+	0.0	1.0
chr6+	chr6	127603950	127603975	+	2.0	0.0
chr6+	chr6	127719630	127719655	+	0.0	9.0
chr6+	chr6	127877970	127877995	+	1.0	0.0
chr6+	chr6	128354950	128354975	+	0.0	1.0
chr6+	chr6	128426290	128426315	+	1.0	0.0
chr6+	chr6	128437090	128437115	+	1.0	1.0
chr6+	chr6	128586670	128586695	+	1.0	0.0
chr6+	chr6	128921710	128921735	+	1.0	0.0
chr6+	chr6	128948460	128948485	+	1.0	0.0
chr6+	chr6	128992970	128992995	+	2.0	0.0
chr6+	chr6	129165390	129165415	+	0.0	5.0
chr6+	chr6	129197830	129197855	+	0.0	1.0
chr6+	chr6	129367920	129367945	+	2.0	0.0
chr6+	chr6	129514280	129514305	+	1.0	0.0
chr6+	chr6	129576420	129576445	+	1.0	0.0
chr6+	chr6	129656000	129656025	+	0.0	5.0
chr6+	chr6	129657110	129657135	+	0.0	4.0
chr6+	chr6	129794730	129794755	+	4.0	0.0
chr6+	chr6	129849930	129849955	+	0.0	2.0
chr6+	chr6	130506090	130506115	+	1.0	0.0
chr6+	chr6	130509730	130509755	+	1.0	0.0
chr6+	chr6	130635970	130635995	+	0.0	3.0
chr6+	chr6	130642970	130642995	+	5.0	0.0
chr6+	chr6	130658100	130658125	+	2.0	0.0
chr6+	chr6	130761020	130761045	+	1.0	0.0
chr6+	chr6	130764870	130764895	+	2.0	0.0
chr6+	chr6	130779470	130779495	+	0.0	2.0
chr6+	chr6	130853110	130853135	+	2.0	0.0
chr6+	chr6	131266900	131266925	+	2.0	0.0
chr6+	chr6	131686230	131686255	+	1.0	0.0
chr6+	chr6	131856830	131856855	+	0.0	1.0
chr6+	chr6	132043150	132043175	+	0.0	3.0
chr6+	chr6	132400620	132400645	+	0.0	1.0
chr6+	chr6	132407970	132407995	+	0.0	4.0
chr6+	chr6	132411680	132411705	+	0.0	1.0
chr6+	chr6	132597530	132597555	+	0.0	3.0
chr6+	chr6	132890050	132890075	+	2.0	0.0
chr6+	chr6	133223480	133223505	+	0.0	5.0
chr6+	chr6	133252090	133252115	+	5.0	0.0
chr6+	chr6	133404660	133404685	+	0.0	6.0
chr6+	chr6	133780280	133780305	+	0.0	4.0
chr6+	chr6	134066030	134066055	+	1.0	0.0
chr6+	chr6	134067360	134067385	+	0.0	3.0
chr6+	chr6	134077930	134077955	+	0.0	1.0
chr6+	chr6	134134240	134134265	+	2.0	0.0
chr6+	chr6	134280710	134280735	+	0.0	1.0
chr6+	chr6	134714040	134714065	+	1.0	0.0
chr6+	chr6	134818020	134818045	+	4.0	0.0
chr6+	chr6	134964550	134964575	+	3.0	0.0
chr6+	chr6	135175710	135175735	+	0.0	1.0
chr6+	chr6	135390300	135390325	+	0.0	3.0
chr6+	chr6	135433540	135433565	+	1.0	0.0
chr6+	chr6	135553220	135553245	+	5.0	0.0
chr6+	chr6	135717480	135717505	+	2.0	0.0
chr6+	chr6	135832040	135832065	+	0.0	1.0
chr6+	chr6	135933430	135933455	+	0.0	1.0
chr6+	chr6	136067510	136067535	+	0.0	1.0
chr6+	chr6	136349690	136349715	+	2.0	0.0
chr6+	chr6	136644890	136644915	+	2.0	0.0
chr6+	chr6	136693680	136693705	+	0.0	4.0
chr6+	chr6	136927240	136927265	+	0.0	1.0
chr6+	chr6	137037350	137037375	+	0.0	4.0
chr6+	chr6	137272470	137272495	+	0.0	1.0
chr6+	chr6	137485240	137485265	+	1.0	0.0
chr6+	chr6	137966450	137966475	+	0.0	1.0
chr6+	chr6	138067630	138067655	+	1.0	0.0
chr6+	chr6	138112230	138112255	+	2.0	0.0
chr6+	chr6	138358340	138358365	+	2.0	0.0
chr6+	chr6	138429050	138429075	+	1.0	0.0
chr6+	chr6	138474990	138475015	+	7.0	0.0
chr6+	chr6	138548820	138548845	+	2.0	0.0
chr6+	chr6	138690740	138690765	+	0.0	2.0
chr6+	chr6	138731820	138731845	+	0.0	1.0
chr6+	chr6	138907960	138907985	+	0.0	2.0
chr6+	chr6	139087240	139087265	+	1.0	0.0
chr6+	chr6	139224000	139224025	+	1.0	0.0
chr6+	chr6	139293180	139293205	+	0.0	1.0
chr6+	chr6	139320170	139320195	+	1.0	0.0
chr6+	chr6	139538000	139538025	+	2.0	0.0
chr6+	chr6	139783150	139783175	+	0.0	1.0
chr6+	chr6	139849130	139849155	+	4.0	0.0
chr6+	chr6	139863390	139863415	+	0.0	2.0
chr6+	chr6	139885730	139885755	+	1.0	0.0
chr6+	chr6	140007870	140007895	+	0.0	2.0
chr6+	chr6	140290280	140290305	+	7.0	0.0
chr6+	chr6	140402070	140402095	+	0.0	1.0
chr6+	chr6	140764100	140764125	+	9.0	1.0
chr6+	chr6	140991210	140991235	+	0.0	8.0
chr6+	chr6	141099240	141099265	+	1.0	0.0
chr6+	chr6	141615480	141615505	+	2.0	0.0
chr6+	chr6	141756540	141756565	+	11.0	1.0
chr6+	chr6	141936940	141936965	+	1.0	0.0
chr6+	chr6	142342500	142342525	+	1.0	0.0
chr6+	chr6	142379330	142379355	+	1.0	0.0
chr6+	chr6	142540500	142540525	+	2.0	0.0
chr6+	chr6	142678950	142678975	+	0.0	1.0
chr6+	chr6	142950100	142950125	+	0.0	1.0
chr6+	chr6	143384140	143384165	+	5.0	1.0
chr6+	chr6	143966110	143966135	+	5.0	0.0
chr6+	chr6	144098450	144098475	+	0.0	3.0
chr6+	chr6	144272570	144272595	+	1.0	0.0
